conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca,"johtaa, valvoa ja koordinoida projekteja",,,released,2022-06-21T15:19:54.98Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.2.3
SkillGroup,http://data.europa.eu/esco/skill/193af349-b20e-4277-94bf-b184e92b8d6a,hoitaa määrärahoja tai varoja,,,released,2022-06-19T15:45:14.266Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.3.1
SkillGroup,http://data.europa.eu/esco/skill/19990cb0-e9d5-41c7-9638-88700b47271e,käyttää maansiirtolaitteita,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.1.1
SkillGroup,http://data.europa.eu/esco/skill/1bb32451-7ca4-4fa2-a2c0-2083c426d76c,tarjoilla ruokia ja juomia,,,released,2021-09-30T13:22:07.41Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.5.2
SkillGroup,http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,"laatia asiakirjoja sopimuksia, hakemuksia tai lupia varten",,,released,2022-06-22T10:53:34.19Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.2.3
SkillGroup,http://data.europa.eu/esco/skill/1cc5ff0b-afaa-4993-9de7-ab0d77b6cca2,siirtää ja nostaa,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.2
SkillGroup,http://data.europa.eu/esco/skill/1d4be2e3-ac64-426f-838d-1e7cb8600927,johtamistaidot,,,released,2021-04-06T07:14:44.313Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.0.0
SkillGroup,http://data.europa.eu/esco/skill/1d9e5893-d6b2-47b1-80ba-5f1cdcbf5e9a,"valmistaa muotteja, valuja, malleja ja kaavoja",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.6
SkillGroup,http://data.europa.eu/esco/skill/1e95cef2-9c35-4f9f-b6a9-cb458c3e5379,"seurata, tarkastaa ja testata",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.8
SkillGroup,http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,analysoida ja arvioida tietoa ja dataa,,,released,2022-06-19T11:47:35.83Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.7.0
SkillGroup,http://data.europa.eu/esco/skill/20136935-e6a1-417b-81df-9b94d4c2c371,raportoida häiriöistä ja vioista,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.2.7
SkillGroup,http://data.europa.eu/esco/skill/2198d7a0-6eca-4795-b877-98a19064e61a,käyttää koneita raaka-aineiden talteen ottamiseksi ja jalostamiseksi,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.4
SkillGroup,http://data.europa.eu/esco/skill/2258cde2-a95b-4b2c-b105-59e84b0a364b,johtaa ja hallinnoida henkilöresursseja,,,released,2022-06-22T14:05:20.877Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.3.2
SkillGroup,http://data.europa.eu/esco/skill/22d15a65-7262-4a6d-b981-53671b95ad29,pestä ja huoltaa tekstiilejä ja vaatteita,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.12.0
SkillGroup,http://data.europa.eu/esco/skill/23cfb269-eec1-4011-8e57-c86203ce9fd7,antaa palautetta,,,released,2020-12-11T12:31:47.977Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.8.3
SkillGroup,http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,mitata ulottuvuuksia ja niihin liittyviä ominaisuuksia,,,released,2021-03-16T14:41:08.752Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.5.1
SkillGroup,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,työskennellä tietokoneiden kanssa,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S5
SkillGroup,http://data.europa.eu/esco/skill/2486154b-e3fd-4938-8316-029f62afdcb9,avustaa ja hoitaa,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.0
SkillGroup,http://data.europa.eu/esco/skill/24a39c1b-b8cc-4210-8b74-b388a90e8f59,"liittää osia juotto-, hitsaus- tai kovajuottotekniikalla",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.1.6
SkillGroup,http://data.europa.eu/esco/skill/24aa32e7-5b7c-42fd-b045-11f0c3d9b6e3,luoda ja suojata tietokonejärjestelmiä,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S5.2.0
SkillGroup,http://data.europa.eu/esco/skill/24ad2ffb-dece-4704-8155-63ea9428d038,neuvoa ja konsultoida,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.5
SkillGroup,http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c,"selata, hakea ja suodattaa digitaalista tietoa",,,released,2021-09-24T16:38:20.533Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S5.5.1
SkillGroup,http://data.europa.eu/esco/skill/28d2ab6c-38a2-476e-85fe-7982fd242943,käyttää ja analysoida digitaalista dataa,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.5
SkillGroup,http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,koota tietoa fyysisistä tai sähköisistä lähteistä,,,released,2022-06-19T14:48:30.73Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.4.1
SkillGroup,http://data.europa.eu/esco/skill/29fbde52-e525-4653-96d0-acd59ccb28d8,auttaa ihmisiä saamaan palveluja,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.1.3
SkillGroup,http://data.europa.eu/esco/skill/2ad2ee1c-afc9-402f-91ab-c9c0911b209d,valmistaa tarkkuusinstrumentteja tai koruja,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.5.1
SkillGroup,http://data.europa.eu/esco/skill/2ae39fc8-0f1b-4284-9e73-3f2739471f63,rakentaa,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7
SkillGroup,http://data.europa.eu/esco/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,säilyttää myönteinen asenne,,,released,2021-08-30T16:03:19.52Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Sietää vastoinkäymisiä, osoittaa paineensietokykyä ja keksiä tapoja ratkaista tai hallita vaikeiden elämäntapahtumien vaikutuksia.
  ",T3.3
SkillGroup,http://data.europa.eu/esco/skill/2b6e15f5-dfa0-4e7c-9687-5665b07e56a4,suojata yksityisyys ja henkilötiedot,,,released,2021-09-16T16:19:43.358Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.3.6
SkillGroup,http://data.europa.eu/esco/skill/2b8a86c4-d063-44d5-863f-a9659024cefe,käyttää koneita tuotteiden valmistamiseksi,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.5
SkillGroup,http://data.europa.eu/esco/skill/2bf2c727-ee42-4fc5-a4d7-2cd62b880433,siivota,,,released,2021-08-06T10:25:31.866Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.11.0
SkillGroup,http://data.europa.eu/esco/skill/2c7252b7-59b8-40eb-ac7c-17f78a94f7e7,asentaa sisä- tai ulkoinfrastruktuureja,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.2.0
SkillGroup,http://data.europa.eu/esco/skill/2d02d98c-20c4-4b46-bf44-e5f85a3f03ed,rakentaa ja kehittää ryhmiä,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.6
SkillGroup,http://data.europa.eu/esco/skill/2f661409-3e56-46ab-95d7-6ec7786fc1c0,kirjoittaa ja säveltää,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.13
SkillGroup,http://data.europa.eu/esco/skill/30b280e7-2468-440b-a78f-f1e7f515d60a,"sijoittaa materiaaleja, työkaluja tai laitteita",,,released,2022-08-02T10:51:49.029Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.2.4
SkillGroup,http://data.europa.eu/esco/skill/31397e38-43b9-43ba-943f-192b834e6b54,hankkia tietoja suullisesti,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.7.0
SkillGroup,http://data.europa.eu/esco/skill/316df5b7-31c4-4f4e-ae69-aad1b873b995,tulkita teknisiä asiakirjoja ja kaavioita,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.1.3
SkillGroup,http://data.europa.eu/esco/skill/323b3684-86ec-40fa-81b4-bc52694ef168,neuvotella,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.1
SkillGroup,http://data.europa.eu/esco/skill/325a3d29-a235-4182-9128-782c0f4b2dcc,dokumentoida ja tallentaa tietoa,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.2
SkillGroup,http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,hallita tietoa,,,released,2022-06-19T11:53:20.252Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.3.0
SkillGroup,http://data.europa.eu/esco/skill/32c854c1-6f1f-4f1c-8e4c-368a68a10db3,laatia ruokaohjeita tai ruokalistoja,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.11.3
SkillGroup,http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,taidot,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S
SkillGroup,http://data.europa.eu/esco/skill/335be43a-3267-400e-b5cb-c9e234dc7544,opettaa akateemisia tai ammatillisia oppiaineita,,,released,2022-06-21T09:17:11.947Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.3.1
SkillGroup,http://data.europa.eu/esco/skill/3374fb57-056f-49e0-9fc5-000465e13794,opettaa turvallisuusmenettelyjä,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.3.2
SkillGroup,http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,työskennellä digitaalisten laitteiden ja sovellusten kanssa,,,released,2021-08-30T13:29:19.698Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Suorittaa helppoja digitaalisia tehtäviä, kuten käyttää jo konfiguroitua laitteistoa, etsiä tietoa verkkohakujen avulla, käyttää perusohjelmistoja muiden kanssa viestimiseen, yhteistyöhön tai yksinkertaisen sisällön luomiseen ja muokkaamiseen sekä valita laitteiden, henkilötietojen ja yksityisyyden suojaamista koskevien tavanomaisten toimenpiteiden väliltä digitaalisissa ympäristöissä.
  ",T1.3
SkillGroup,http://data.europa.eu/esco/skill/34691a8a-ec8e-4eaa-b6e7-f4dbf144c644,antaa rahoitusneuvontaa,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.5.2
SkillGroup,http://data.europa.eu/esco/skill/347aa7ee-b640-41cc-ae7c-3c5eafda9fda,mitata fyysisiä ominaisuuksia,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.5.0
SkillGroup,http://data.europa.eu/esco/skill/35045957-e9e4-44b1-801a-9a49f6efaece,merkitä materiaaleja tai esineitä tunnistamista varten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.1.2
SkillGroup,http://data.europa.eu/esco/skill/35dc2a23-cdc3-4291-930f-927ba2911949,varmistaa lainsäädännön noudattaminen,,,released,2022-06-21T15:52:14.949Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.3.7
SkillGroup,http://data.europa.eu/esco/skill/36c9717b-e53a-4d16-b7df-b6555eff43f8,käyttää vesikulkuneuvoja,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.3.0
SkillGroup,http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"laatia rahoitus-, liiketoiminta- tai markkinointisuunnitelmia",,,released,2020-12-07T11:46:34.47Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.1.2
SkillGroup,http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80,analysoida ja arvioida tietoa ja dataa,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.7
SkillGroup,http://data.europa.eu/esco/skill/37f2f637-1f54-4ea1-b677-5ca6cac24993,valmistaa lääkinnällisiä laitteita ja proteeseja,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.5.2
SkillGroup,http://data.europa.eu/esco/skill/3926ec7d-64cd-4410-8283-493a1afdd57b,tarjota fysikaalisia hoitoja,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.2.3
SkillGroup,http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,työskennellä tietokoneiden kanssa,,,released,2021-09-16T17:48:30.49Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.0.0
SkillGroup,http://data.europa.eu/esco/skill/395e42b8-f637-4e7e-96d8-9c1976c05d92,harjoittaa taide- tai kulttuuritoimintaa,,,released,2022-06-22T10:50:09.473Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.14.2
SkillGroup,http://data.europa.eu/esco/skill/39d83364-c86f-4942-96d1-e5df582face9,"käyttää metallin-, muovin- tai kuminmuovauslaitteita",,,released,2021-01-21T14:40:09.665Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.5.7
SkillGroup,http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,suunnitella sähkö- tai elektroniikkajärjestelmiä tai -laitteita,,,released,2020-12-09T10:43:42.257Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.11.2
SkillGroup,http://data.europa.eu/esco/skill/3afcf547-cefc-493a-8abb-aaa8b7088e4f,"metsästää, ansoittaa ja teurastaa eläimiä",,,released,2021-09-15T09:04:46.824Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.9.4
SkillGroup,http://data.europa.eu/esco/skill/3b86c15f-3f66-4e50-abf5-544f2a942a0b,siivota ulkotiloja,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.11.3
SkillGroup,http://data.europa.eu/esco/skill/3bf93195-5239-4f73-94a6-349be598d462,esiintyä ja viihdyttää,,,released,2022-06-19T15:45:14.266Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.14.0
SkillGroup,http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,soveltaa terveyteen liittyviä taitoja ja osaamista,,,released,2021-09-13T12:45:19.726Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Huolehtia omasta ja muiden henkisestä ja fyysisestä hyvinvoinnista ja noudattaa terveyteen liittyviä perusvaatimuksia, kuten huolehtia hygieniasta. Hankkia ja käyttää terveystietoa sekä selvittää terveydenhuoltoa ja opastusta tarjoavat palvelut ja toimijat ja käyttää niitä. Hallita kroonisten sairauksien kielteisiä vaikutuksia.
  ",T6.1
SkillGroup,http://data.europa.eu/esco/skill/3eacdaa9-fe4a-49ba-a085-c798097cf8d4,valmistaa tupakkatuotteita,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.5.8
SkillGroup,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,arvioida maa- tai kiinteistöomaisuutta,,,released,2020-12-04T13:51:21.97Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.7.1
SkillGroup,http://data.europa.eu/esco/skill/3f1f77a5-9c2d-4b71-afb3-0328d8cbb05e,käyttää koneita raaka-aineiden talteen ottamiseksi ja jalostamiseksi,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.4.0
SkillGroup,http://data.europa.eu/esco/skill/3f641516-9846-4a7f-a7f4-e1274eef6688,esittää tietoja,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.4
SkillGroup,http://data.europa.eu/esco/skill/418e58f5-c50c-4147-baa0-83aeb43b796a,käyttää maalaus- tai pinnoituskoneita,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.5.1
SkillGroup,http://data.europa.eu/esco/skill/424cce4d-71c9-47d9-93d6-4068403139f0,muovata materiaaleja tuotteiden valmistamiseksi,,,released,2022-06-19T15:45:14.266Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.7.2
SkillGroup,http://data.europa.eu/esco/skill/42f18b92-1c20-46ed-bde0-9bc64ff1e475,ruokkia ja siistiä eläimiä,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.9.5
SkillGroup,http://data.europa.eu/esco/skill/4364e0cd-66ad-4f0c-b96d-0ea6796067cb,hoitaa kasveja ja viljelykasveja,,,released,2022-06-07T08:31:38.289Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.4
SkillGroup,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,kielet,,,released,2021-04-15T08:20:00.078Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,L1
SkillGroup,http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf,"käyttää tekstinkäsittely-, julkaisu- ja esitysohjelmistoja",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.6.2
SkillGroup,http://data.europa.eu/esco/skill/44c81158-f789-41ad-a988-e8af0884a443,käyttää ilma-aluksia,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.9.0
SkillGroup,http://data.europa.eu/esco/skill/44ff6716-7d71-4a16-821b-61d10e9e290d,soveltaa yleistietoa,,,released,2021-08-30T16:55:23.01Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Käyttää ja soveltaa luonnontieteisiin, teknologiaan ja insinööritieteisiin, yhteiskuntatieteisiin ja humanistisiin tieteisiin sekä filosofiaan, etiikkaan ja uskontoon liittyvää perustietoa.
  ",T6.6
SkillGroup,http://data.europa.eu/esco/skill/45ce91d6-574f-445e-a3d5-741f89bddb56,huoltaa mekaanisia laitteita ja työkaluja,,,released,2022-06-19T15:45:14.266Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.7.2
SkillGroup,http://data.europa.eu/esco/skill/462f8805-3c0b-43c6-8bef-592b87939763,muuntaa ja sekoittaa materiaaleja,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.3
SkillGroup,http://data.europa.eu/esco/skill/4781b6b1-07bc-44be-8c2d-de0fa5db4250,harjoittaa pelitoimintaa,,,released,2021-10-14T12:50:46.363Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.14.3
SkillGroup,http://data.europa.eu/esco/skill/47aa582a-3edb-45b5-9ef4-e87813ea327c,testata ajoneuvoja,,,released,2022-06-19T15:45:14.266Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.8.11
SkillGroup,http://data.europa.eu/esco/skill/47b0d855-ea3c-45e9-8dcf-0e12e62261c4,laskea ja arvioida,,,released,2022-01-17T09:17:35.248Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.6.0
SkillGroup,http://data.europa.eu/esco/skill/480a0b1b-aae9-4b39-9a4f-1c2b8ddcbc46,valmistaa tuotantomuotteja ja -valuja,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.6.1
SkillGroup,http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,lajitella materiaaleja tai tuotteita,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.1.1
SkillGroup,http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,käyttää digitaalisia välineitä koneiden ohjaukseen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.7.0
SkillGroup,http://data.europa.eu/esco/skill/4bbdc5eb-b710-4b76-816d-04926f7ac4a1,tarjota psykologista ja toiminnallista terapiaa,,,released,2022-07-15T14:44:44.924Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.2.4
SkillGroup,http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,käyttää ja analysoida digitaalista dataa,,,released,2021-09-24T16:38:38.771Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.5.0
SkillGroup,http://data.europa.eu/esco/skill/4d7fb3eb-554a-4cf1-a576-bf6e153bdba2,käyttää tarkkuuskojeita ja -laitteita,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.6
SkillGroup,http://data.europa.eu/esco/skill/4ef78abc-e983-4cc7-84a1-52532a0159dc,elämänhallintataidot ja -osaaminen,,,released,2021-08-30T09:47:58.442Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Taidot ja osaaminen, jotka liittyvät kykyyn käsitellä ja käyttää aktiivista kansalaisuutta edistävää ja merkitykseltään laaja-alaista tietoa. Ne kattavat terveyteen, ympäristöön, kansalaistoimintaan, kulttuuriin ja talouteen liittyvät osa-alueet sekä yleistiedon soveltamisen.
  ",T6
SkillGroup,http://data.europa.eu/esco/skill/4feed491-dc09-4218-814a-0146e13ef4fe,ratkaista ongelmia,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.9.0
SkillGroup,http://data.europa.eu/esco/skill/50e42de7-4a5c-4f94-b160-765f547d840c,sovittaa apuvälineitä,,,released,2021-03-30T12:16:14.895Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.2.6
SkillGroup,http://data.europa.eu/esco/skill/51ffd92f-7ff4-4c38-83d4-7350fcfd6968,tasoittaa esineiden tai laitteiden pintoja,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.7.3
SkillGroup,http://data.europa.eu/esco/skill/528c2f16-139f-4a5b-8880-a6f02ed33f2a,valmistaa vaatteita ja tekstiilituotteita,,,released,2020-12-07T14:51:41.895Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.5.6
SkillGroup,http://data.europa.eu/esco/skill/548c3fbe-9eb1-4035-bc54-027fd5bc5315,työskennellä muiden kanssa,,,released,2021-04-15T08:15:36.624Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.8
